ID,SYMBOL,ENTREZID,ENSEMBL,AveExpr,P.Value,adj.P.Val,Ctrl,KO,logFC,fc
17278779,NA,NA,NA,9.12451002628686,1.12857005152119e-09,2.81081657031869e-05,10.7753608051507,10.7488229225173,9.16212006914425,572.892273043018
17255543,Gm53,193022,NA,8.26633918068734,4.31363466539354e-09,4.79885098199528e-05,11.2757830391258,11.1857864104185,8.67565555710619,408.914541375034
17335467,Cdkn1a,12575,ENSMUSG00000023067,9.47121460247049,5.78035531437639e-09,4.79885098199528e-05,9.31160781989776,9.30879911355819,8.56932393291906,379.859984662627
17273304,Cbr2,12409,ENSMUSG00000025150,8.90500469145721,3.93678949358883e-08,0.000245124197818308,6.06067793735463,6.20621183955762,7.87061802567524,234.04108895345
17322075,Krt4,16682,ENSMUSG00000059668,6.82808680840272,7.53630937195909e-08,0.000321665946419203,9.99948406967055,9.94672324514514,7.63325488461314,198.535733541052
17255556,Mir196a-1,387191,ENSMUSG00000065546,6.65511459787784,7.74911940301621e-08,0.000321665946419203,5.79749961059374,5.68681249499591,7.62306398900214,197.138260240787
17277939,9030617O03Rik,217830,ENSMUSG00000021185,8.20431084966375,2.01294438715351e-07,0.000536948403885964,9.28380762768576,9.34916696327993,7.27301772200964,154.66658386053
17309557,Slc15a1,56643,ENSMUSG00000025557,6.91046564706617,2.16053118210008e-07,0.000536948403885964,8.52249499768467,8.49833654318119,7.2470133568638,151.903716459524
17431478,Grhl3,230824,ENSMUSG00000037188,7.8704180575747,2.21469551841295e-07,0.000536948403885964,6.9081612794371,7.08386701018485,7.2379110687473,150.948338697665
17400901,Tbx15,21384,ENSMUSG00000027868,7.03339904834969,2.29156531627272e-07,0.000536948403885964,6.65224416368399,6.74781557166908,7.22536639369661,149.641486654364
17467359,Tacstd2,56753,ENSMUSG00000051397,7.92245639139049,2.37148977866602e-07,0.000536948403885964,5.95248497583426,6.04910669913491,7.21275965962484,148.339567710732
17528934,Tinag,26944,ENSMUSG00000032357,9.47165281639318,3.9559982501476e-07,0.000821067436818135,8.71243481696838,8.86407275900735,7.02432471076797,130.176454005256
17269358,Krt15,16665,ENSMUSG00000054146,7.71428252832238,5.93007373571875e-07,0.00113611089586009,6.18298860262448,6.25408395206845,6.8748753384406,117.366375603364
17461330,Lrrn1,16979,ENSMUSG00000034648,9.37080792045776,6.55771602408531e-07,0.00116661768068478,9.32661943021384,9.29323291925303,6.8376753219577,114.378756983491
17280184,Zfp125,22651,NA,8.27867853295318,8.09475215277174e-07,0.00131048245166387,10.4353142069052,10.5367623575479,6.75973477410228,108.363476546364
17547840,Gm10325,100038740,NA,7.01166627364578,8.41874216117478e-07,0.00131048245166387,6.15458463953427,6.10463011317827,6.74519689223762,107.276992898221
17408974,Cym,229697,ENSMUSG00000046213,11.0649889158413,1.09478238177873e-06,0.00160392058826947,6.09458412321818,6.17379809687503,6.64778564497169,100.272740340658
17255558,Hoxb9,15417,ENSMUSG00000020875,7.95346534209723,1.19583929925115e-06,0.00165464297706384,10.3745302152314,10.4223328156738,6.61500195244573,98.0198444673677
17543396,Eda2r,245527,ENSMUSG00000034457,6.84194798496791,1.45099048843961e-06,0.00186516992833251,5.67455772502474,5.78389617320512,6.54311510446414,93.255383311393
17371011,Dapl1,76747,ENSMUSG00000026989,7.83481688788538,1.49776754864893e-06,0.00186516992833251,6.58997912284581,6.78691741711051,6.53131085834875,92.4954733741242
17261865,Ccng1,12450,ENSMUSG00000020326,11.4077814320008,1.72571972106012e-06,0.0020467035891773,7.62884143745266,7.45469140292689,6.47856915288523,89.1751080034816
17503937,Mt2,17750,ENSMUSG00000031762,9.83957880160828,2.08165539953517e-06,0.00226873036705757,10.3801649372542,10.3301921738548,6.40866226668624,84.9570794500179
17278876,Mir453,100124484,ENSMUSG00000077925,9.7774280369758,2.09510954959946e-06,0.00226873036705757,8.92327830162741,8.87402675406033,6.4062585594438,84.8156483680993
17230484,Ephx1,13849,ENSMUSG00000038776,7.52857771318394,2.62568993576921e-06,0.00243440143574055,5.94549567700002,6.01138369736003,6.32194742205906,80.0010717331446
17406233,Npy2r,18167,ENSMUSG00000028004,6.34654905839999,2.69070792965939e-06,0.00243440143574055,9.00984692075886,8.93549001275046,6.31280122876351,79.495496571211
17231844,Perp,64058,ENSMUSG00000019851,8.1130674063927,2.71727606336604e-06,0.00243440143574055,9.25651082527965,9.32788713597628,6.30912670762263,79.2932804457913
17358598,Il33,77125,ENSMUSG00000024810,7.46859460902363,2.72284098630679e-06,0.00243440143574055,6.00180200513971,5.76268450779157,6.30836155754706,79.2512374832827
17547684,NA,NA,NA,9.23155055053177,2.73682005142277e-06,0.00243440143574055,7.48839102493597,7.42594860960656,6.30644631648536,79.1460977872896
17479769,Adamtsl3,269959,ENSMUSG00000070469,8.03907120196632,2.87346507005367e-06,0.00246781107016402,7.22739409256284,7.44167511916564,6.28821935933626,78.1524588564156
17364988,Cpn1,93721,ENSMUSG00000025196,7.4559757070099,3.02109567196416e-06,0.00250811362686465,5.21597804389966,5.75136750267717,6.26946778655197,77.1432374084688
17304155,Plac9b,100039246,ENSMUSG00000072674,8.48664180106143,3.62788005952392e-06,0.00279955863525891,6.18096926248286,6.15378697641465,6.20088718010703,73.561917449173
17304170,Plac9b,100039246,ENSMUSG00000072674,8.48664180106143,3.62788005952392e-06,0.00279955863525891,8.01009288019516,7.99295226035269,6.20088718010703,73.561917449173
17292769,Gm16249,102633259,ENSMUSG00000084949,6.28662596686548,3.70936460947338e-06,0.00279955863525891,7.47135796387478,7.31870493092812,6.19255588564255,73.1383353431668
17278759,NA,NA,NA,7.82878657048384,4.1460920822754e-06,0.00301583178731916,7.36860353039999,7.27188660366792,6.15077917403203,71.0508091350821
17225253,Kcnj13,100040591,ENSMUSG00000079436,6.37057421575637,4.23809975733441e-06,0.00301583178731916,5.72365211518133,5.79580565206337,6.14253540950313,70.6459724611827
17304186,Plac9b,100039246,ENSMUSG00000072674,8.88345527431786,4.70316033586263e-06,0.00325380309236096,6.28133273057324,6.48671428085527,6.10340303291514,68.7554911126163
17376780,NA,NA,NA,7.04807721371489,6.02022658820069e-06,0.0040524260379926,5.77000021899172,5.89148534328176,6.01043451092736,64.4645677202198
17326318,Abi3bp,320712,ENSMUSG00000035258,10.060663164454,6.53019750681716e-06,0.0042025681152134,6.7701477485188,6.77438966179089,5.9797589290514,63.1083469501163
17214665,Sgpp2,433323,ENSMUSG00000032908,7.60237684676222,6.58074987927899e-06,0.0042025681152134,7.13728838478229,7.25579693554764,5.97684820547624,62.9811504402034
17269415,Krt17,16667,ENSMUSG00000035557,7.18044378216354,6.99161574203491e-06,0.0042672353467306,9.70085592396089,9.73951112527365,5.95397941352484,61.9906795308437
17500876,Sorbs2,234214,ENSMUSG00000031626,8.51358581832715,7.02467876077871e-06,0.0042672353467306,5.86076694438395,5.94660379113779,5.95219726397032,61.9141502218737
17513240,Adamts18,208936,ENSMUSG00000053399,8.15040165072767,8.65407969501916e-06,0.00513186925914636,6.43710612698279,6.46353608350029,5.87329600531708,58.6189818613211
17410880,Clca3b,229927,ENSMUSG00000037033,6.96070108267745,9.70732583028545e-06,0.00562257342160673,6.10742482494172,6.21427483010275,5.82976729315966,56.8767566287402
17244608,Alx1,216285,ENSMUSG00000036602,6.90302449212598,1.01446339236947e-05,0.0057082466926386,6.26628455876707,6.27282288986797,5.81304965923004,56.2214851424202
17217373,Fmod,14264,ENSMUSG00000041559,10.6424701822253,1.03136232702456e-05,0.0057082466926386,5.86289332724656,5.79560635189013,5.8067792842499,55.9776603605615
17404585,Zmat3,22401,ENSMUSG00000027663,8.58000382985412,1.0800969527769e-05,0.00576004490771031,6.40768159455244,6.33975596808314,5.78924834312282,55.3015626932743
17381589,Itih2,16425,ENSMUSG00000037254,6.88226635093382,1.08697547041831e-05,0.00576004490771031,8.67575876337605,8.55403324428504,5.78683706143122,55.2092103477775
17409343,5330417C22Rik,229722,ENSMUSG00000040412,8.1440449470383,1.21157739932254e-05,0.00617294886793349,9.38762990810589,9.11261853019025,5.74558379547352,53.6528831977111
